page|86
项目|附注|2020 年度|2019 年度
一、营业总收入||15,668,662,970.95|14,856,825,319.86
其中：营业收入|七、61|15,668,662,970.95|14,856,825,319.86
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||14,780,229,164.07|13,967,901,370.71
其中：营业成本|七、61|13,720,024,089.57|13,051,929,073.30
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|47,695,993.79|45,360,569.22
销售费用|七、63|426,381,391.74|381,857,525.37
管理费用|七、64|394,045,796.26|345,671,343.04
研发费用|七、65|8,742,100.66|2,779,393.74
财务费用|七、66|183,339,792.05|140,303,466.04
其中：利息费用||176,981,521.03|112,772,613.18
利息收入||38,247,042.74|18,098,173.86
加：其他收益|七、67|13,245,456.71|9,341,006.72
投资收益（损失以“－”号填列）|七、68|4,588,337.99|17,288,735.97
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）  七、71||-13,458,549.93|-18,968,551.61
page|87
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）  七、73||11,816,387.34|
三、营业利润（亏损以“－”号填列）||904,625,438.99|896,585,140.23
加：营业外收入|七、74|23,331,766.21|9,973,413.23
减：营业外支出|七、75|10,377,581.37|1,947,272.48
四、利润总额（亏损总额以“－”号填列）||917,579,623.83|904,611,280.98
减：所得税费用|七、76|135,811,877.01|139,758,097.61
五、净利润（净亏损以“－”号填列）||781,767,746.82|764,853,183.37
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||781,767,746.82|764,853,183.37
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||711,713,755.11|685,426,064.00
2.少数股东损益（净亏损以“-”号填列）||70,053,991.71|79,427,119.37
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||781,767,746.82|764,853,183.37
page|88
（一）归属于母公司所有者的综合收益总额||711,713,755.11|685,426,064.00
（二）归属于少数股东的综合收益总额||70,053,991.71|79,427,119.37
八、每股收益：|||
（一）基本每股收益(元/股)||1.96|1.89
（二）稀释每股收益(元/股)||1.96|1.89
