page|63
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|12,169,984,794.96|13,964,399,085.75
结算备付金|||
拆出资金|||
交易性金融资产|七、2|1,437,895,421.20|737,895,708.38
衍生金融资产|||
应收票据|七、4|5,491,431.37|3,829,594.53
应收账款|七、5|1,140,521,675.40|1,288,531,484.84
应收款项融资|||
预付款项|七、7|185,310,724.46|203,879,771.74
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|370,759,239.88|296,717,326.58
其中：应收利息||112,382,105.53|43,063,635.09
应收股利|||
买入返售金融资产|||
存货|七、9|1,391,280,658.66|1,471,787,439.71
合同资产|||
持有待售资产|||
一年内到期的非流动资产|七、12|254,551,254.37|40,794,520.55
其他流动资产|七、13|3,093,832,130.09|435,991,320.64
流动资产合计||20,049,627,330.39|18,443,826,252.72
非流动资产：|||
发放贷款和垫款|||
债权投资|七、14|83,581,369.86|199,239,318.75
其他债权投资|||
长期应收款|七、16|157,089,094.92|130,274,100.00
长期股权投资|七、17|84,752,009.87|88,150,434.87
其他权益工具投资|七、18|120,198,767.05|116,073,964.20
其他非流动金融资产|||
投资性房地产|七、20|150,901,805.07|154,042,882.92
固定资产|七、21|1,288,748,186.90|1,335,919,261.82
在建工程|七、22|48,805,974.47|31,388,655.42
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|970,430,549.69|999,352,775.21
开发支出|||
商誉|七、28|62,385,078.58|62,385,078.58
page|64
长期待摊费用|七、29|57,837,461.37|56,553,991.48
递延所得税资产|七、30|20,939,393.60|17,791,651.04
其他非流动资产|七、31|46,618,576.86|170,860,247.00
非流动资产合计||3,092,288,268.24|3,362,032,361.29
资产总计||23,141,915,598.63|21,805,858,614.01
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|140,471,220.00|137,010,000.00
应付账款|七、36|2,956,418,160.45|2,668,835,984.59
预收款项|七、37|8,043,247.84|658,003,722.60
合同负债|七、38|878,466,764.35|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|798,809,967.20|649,418,733.33
应交税费|七、40|62,496,573.10|54,087,004.47
其他应付款|七、41|359,031,749.47|320,129,589.71
其中：应付利息||22,083,114.28|10,368,649.46
应付股利||54,376,881.15|31,581,013.83
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|七、44|2,700,794,855.33|2,554,351,887.12
流动负债合计||7,904,532,537.74|7,041,836,921.82
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、48|283,925,400.00|163,925,400.00
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|94,087,757.25|113,816,153.55
递延所得税负债|||
其他非流动负债|七、52|53,153,872.35|34,423,049.86
非流动负债合计||431,167,029.60|312,164,603.41
负债合计||8,335,699,567.34|7,354,001,525.23
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|1,796,000,000.00|1,796,000,000.00
其他权益工具|||
page|65
其中：优先股|||
永续债|||
资本公积|七、55|4,420,189,054.84|4,420,240,413.64
减：库存股|||
其他综合收益|七、57|1,575,883.03|-23,980.82
专项储备|||
盈余公积|七、59|1,154,396,442.82|1,044,882,115.79
一般风险准备||133,938,227.58|117,177,294.65
未分配利润|七、60|6,488,461,823.91|6,291,265,499.21
归属于母公司所有者权益（或股东权益）合计||13,994,561,432.18|13,669,541,342.47
少数股东权益||811,654,599.11|782,315,746.31
所有者权益（或股东权益）合计||14,806,216,031.29|14,451,857,088.78
负债和所有者权益（或股东权益）总计||23,141,915,598.63|21,805,858,614.01
