page|86
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|3,499,591,709.84|3,547,163,325.79
结算备付金||
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据|11,117,383.51|
应收账款|3,796,938,052.10|2,598,658,332.43
应收款项融资|162,445,314.82|51,086,824.07
预付款项|244,400,122.33|298,209,355.73
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|55,693,336.90|39,890,542.77
其中：应收利息||
应收股利||
买入返售金融资产||
page|87
存货|3,746,755,643.19|2,047,884,907.20
合同资产|93,917,011.83|
持有待售资产||
一年内到期的非流动资产||
其他流动资产|333,612,501.48|141,402,043.93
流动资产合计|11,944,471,076.00|8,724,295,331.92
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||1,587,999,807.26
长期股权投资|253,144,698.16|191,019,046.68
其他权益工具投资|500,000.00|500,000.00
其他非流动金融资产||
投资性房地产||
固定资产|539,945,079.61|575,402,849.76
在建工程|1,016,610,074.40|334,159,311.53
生产性生物资产||
油气资产||
使用权资产||
无形资产|47,088,093.82|44,880,236.13
开发支出||
商誉||
长期待摊费用|4,227,288.30|1,540,216.12
递延所得税资产|170,760,997.95|100,176,648.21
其他非流动资产|2,041,335,101.13|2,905,188.60
非流动资产合计|4,073,611,333.37|2,838,583,304.29
资产总计|16,018,082,409.37|11,562,878,636.21
流动负债：||
短期借款||30,036,250.00
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
page|88
应付票据|5,135,133,038.93|3,128,625,060.08
应付账款|4,460,003,086.23|2,721,820,078.14
预收款项||3,394,333,337.08
合同负债|2,430,665,836.03|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|61,989,813.38|31,647,410.52
应交税费|28,696,801.07|11,578,458.42
其他应付款|147,098,721.11|72,634,682.84
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|5,006,584.72|
其他流动负债|507,232,420.27|58,543,406.18
流动负债合计|12,775,826,301.74|9,449,218,683.26
非流动负债：||
保险合同准备金||
长期借款|256,617,442.89|
应付债券|435,415,044.05|
其中：优先股||
永续债||
租赁负债||
长期应付款|3,700,000.00|25,700,000.00
长期应付职工薪酬||
预计负债|627,453,372.32|480,405,518.85
递延收益|75,629,936.00|81,038,218.17
递延所得税负债||
其他非流动负债||
非流动负债合计|1,398,815,795.26|587,143,737.02
负债合计|14,174,642,097.00|10,036,362,420.28
page|89
所有者权益：||
股本|293,960,000.00|293,960,000.00
其他权益工具|138,190,127.43|
其中：优先股||
永续债||
资本公积|681,013,586.77|681,013,586.77
减：库存股||
其他综合收益||
专项储备|325,791.54|2,641,686.44
盈余公积|83,482,329.91|61,071,112.46
一般风险准备||
未分配利润|584,756,064.38|478,195,140.91
归属于母公司所有者权益合计|1,781,727,900.03|1,516,881,526.58
少数股东权益|61,712,412.34|9,634,689.35
所有者权益合计|1,843,440,312.37|1,526,516,215.93
负债和所有者权益总计|16,018,082,409.37|11,562,878,636.21
