page|101
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,102,906,860.28|5,210,512,318.43
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||1,010,500,730.25|6,672,095,129.65
经营活动现金流入小计||5,113,407,590.53|11,882,607,448.08
购买商品、接受劳务支付的现金||2,028,906,558.71|3,814,707,379.11
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,004,583,694.39|862,017,951.88
支付的各项税费||538,326,650.36|366,508,226.26
支付其他与经营活动有关的现金||1,119,050,693.15|6,172,218,547.24
经营活动现金流出小计||4,690,867,596.61|11,215,452,104.49
经营活动产生的现金流量净额||422,539,993.92|667,155,343.59
二、投资活动产生的现金流量：|||
收回投资收到的现金||438,755,050.00|1,055,841,108.46
取得投资收益收到的现金||373,841,055.25|32,844,045.83
处置固定资产、无形资产和其他长期资||250,591.99|8,524,679.87
page|102
产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额||3,147,422,919.38|4,778,592,237.32
收到其他与投资活动有关的现金|||
投资活动现金流入小计||3,960,269,616.62|5,875,802,071.48
购建固定资产、无形资产和其他长期资产支付的现金||335,239,227.19|421,351,747.62
投资支付的现金||58,750,000.00|2,743,349,600.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||1,790,763,055.17
支付其他与投资活动有关的现金||2,753,755.54|
投资活动现金流出小计||396,742,982.73|4,955,464,402.79
投资活动产生的现金流量净额||3,563,526,633.89|920,337,668.69
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||5,310,000,000.00|141,163,290.10
其中：子公司吸收少数股东投资收到的现金||10,000,000.00|141,163,290.10
取得借款收到的现金||1,820,000,000.00|658,310,000.00
收到其他与筹资活动有关的现金||136,560,000.00|12,468,800.00
筹资活动现金流入小计||7,266,560,000.00|811,942,090.10
偿还债务支付的现金||2,357,222,074.43|3,641,364,128.38
分配股利、利润或偿付利息支付的现金||40,536,452.54|553,542,898.69
其中：子公司支付给少数股东的股利、利润||-|
支付其他与筹资活动有关的现金||39,654,860.31|66,531,552.80
筹资活动现金流出小计||2,437,413,387.28|4,261,438,579.87
筹资活动产生的现金流量净额||4,829,146,612.72|-3,449,496,489.77
四、汇率变动对现金及现金等价物的影响||-152,586.79|-271,716.48
五、现金及现金等价物净增加额||8,815,060,653.74|-1,862,275,193.97
加：期初现金及现金等价物余额||1,293,111,259.00|3,155,386,452.97
六、期末现金及现金等价物余额||10,108,171,912.74|1,293,111,259.00
