page|91
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|391,547,697.11|739,924,947.27
结算备付金||
拆出资金||
交易性金融资产||50,114,657.54
衍生金融资产||
page|92
应收票据|16,284,128.50|9,938,000.00
应收账款|544,559,317.14|416,193,665.47
应收款项融资|30,754,007.16|21,482,464.76
预付款项|162,633,072.39|274,392,059.08
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|96,743,634.56|98,813,686.52
其中：应收利息||
应收股利||
买入返售金融资产||
存货|931,627,041.50|847,479,516.29
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|68,503,773.07|87,245,601.56
流动资产合计|2,242,652,671.43|2,545,584,598.49
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|353,595,342.19|532,103,743.28
长期股权投资|753,813,714.03|832,140,053.47
其他权益工具投资||
其他非流动金融资产|336,325,253.90|342,921,552.59
投资性房地产|470,206,173.93|478,079,386.83
固定资产|986,247,067.35|1,008,552,728.35
在建工程|699,816,372.45|485,284,533.40
生产性生物资产||
油气资产||
使用权资产||
无形资产|274,412,742.06|274,011,593.99
开发支出||
商誉|51,501,409.45|51,501,409.45
page|93
长期待摊费用|9,380,189.21|14,946,693.92
递延所得税资产|96,141,614.84|83,970,630.56
其他非流动资产|80,025,197.69|57,731,723.03
非流动资产合计|4,111,465,077.10|4,161,244,048.87
资产总计|6,354,117,748.53|6,706,828,647.36
流动负债：||
短期借款|1,845,446,038.34|1,685,792,204.70
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|227,564,150.43|413,605,784.09
应付账款|164,091,120.51|156,319,060.88
预收款项|2,117,182.75|43,017,092.66
合同负债|67,542,025.79|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|35,729,916.19|34,629,130.59
应交税费|8,812,791.50|11,125,646.22
其他应付款|41,398,582.08|53,384,687.79
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|52,475,143.56|66,770,514.77
其他流动负债|4,317,409.49|
流动负债合计|2,449,494,360.64|2,464,644,121.70
非流动负债：||
保险合同准备金|1,584,888.87|5,405,651.23
长期借款||144,895,083.86
应付债券||
page|94
其中：优先股||
永续债||
租赁负债||
长期应付款|36,270,549.91|55,658,774.73
长期应付职工薪酬||
预计负债||
递延收益|26,954,400.85|33,005,560.06
递延所得税负债|5,413,788.27|1,037,958.87
其他非流动负债|50,000,000.00|
非流动负债合计|120,223,627.90|240,003,028.75
负债合计|2,569,717,988.54|2,704,647,150.45
所有者权益：||
股本|1,001,914,821.00|1,011,203,661.00
其他权益工具||
其中：优先股||
永续债||
资本公积|3,025,073,003.94|3,070,229,136.70
减：库存股|275,826,112.81|280,467,139.90
其他综合收益|-982,793.34|1,111,113.44
专项储备||
盈余公积|98,564,735.32|97,515,673.95
一般风险准备||
未分配利润|-66,697,439.94|97,522,547.95
归属于母公司所有者权益合计|3,782,046,214.17|3,997,114,993.14
少数股东权益|2,353,545.82|5,066,503.77
所有者权益合计|3,784,399,759.99|4,002,181,496.91
负债和所有者权益总计|6,354,117,748.53|6,706,828,647.36
