page|77
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,968,734,809.98|10,997,550,053.55
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||918,226.51|3,649,057.46
收到其他与经营活动有关的现金||6,613,952.25|55,640,947.34
经营活动现金流入小计||8,976,266,988.74|11,056,840,058.35
购买商品、接受劳务支付的现金||8,816,161,195.55|10,603,187,230.16
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||37,042,509.79|32,739,041.02
支付的各项税费||30,212,033.94|17,120,661.92
支付其他与经营活动有关的现金||52,085,065.56|67,730,885.69
经营活动现金流出小计||8,935,500,804.84|10,720,777,818.79
经营活动产生的现金流量净额||40,766,183.90|336,062,239.56
二、投资活动产生的现金流量：|||
收回投资收到的现金||579,580,000.00|3,362,563,233.40
取得投资收益收到的现金||36,994,557.09|73,889,015.09
处置固定资产、无形资产和其他长期资产收回的现金净额||4,558,133.63|193,290.07
page|78
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||621,132,690.72|3,436,645,538.56
购建固定资产、无形资产和其他长期资产支付的现金||37,028,359.92|218,322,471.25
投资支付的现金||515,410,250.69|2,508,536,458.57
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||103,992,504.84|
支付其他与投资活动有关的现金|||
投资活动现金流出小计||656,431,115.45|2,726,858,929.82
投资活动产生的现金流量净额||-35,298,424.73|709,786,608.74
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||4,000,000.00|3,000,000.00
其中：子公司吸收少数股东投资收到的现金||4,000,000.00|3,000,000.00
取得借款收到的现金||150,869,650.00|2,208,666,673.67
收到其他与筹资活动有关的现金||843,507.60|166,372,524.63
筹资活动现金流入小计||155,713,157.60|2,378,039,198.30
偿还债务支付的现金||211,588,147.00|3,317,658,180.10
分配股利、利润或偿付利息支付的现金||21,690,200.54|61,473,930.61
其中：子公司支付给少数股东的股利、利润||14,110,310.81|20,115,267.90
支付其他与筹资活动有关的现金||119,236,163.88|216,685,125.60
筹资活动现金流出小计||352,514,511.42|3,595,817,236.31
筹资活动产生的现金流量净额||-196,801,353.82|-1,217,778,038.01
四、汇率变动对现金及现金等价物的影响||614,467.42|-20,568,360.73
五、现金及现金等价物净增加额||-190,719,127.23|-192,497,550.44
加：期初现金及现金等价物余额||468,516,360.06|661,013,910.50
六、期末现金及现金等价物余额||277,797,232.83|468,516,360.06
