page|83
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,066,629,326.90|950,908,026.71
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||372,397.99|1,019,613.79
收到其他与经营活动有关的现金||74,790,969.92|77,362,754.09
经营活动现金流入小计||1,141,792,694.81|1,029,290,394.59
购买商品、接受劳务支付的现金||718,815,663.72|733,098,412.80
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||137,634,252.81|147,002,094.71
支付的各项税费||38,295,692.56|29,165,693.29
支付其他与经营活动有关的现金||130,645,947.69|140,793,821.64
经营活动现金流出小计||1,025,391,556.78|1,050,060,022.44
经营活动产生的现金流量净额||116,401,138.03|-20,769,627.85
二、投资活动产生的现金流量：|||
page|84
收回投资收到的现金||100,000,000.00|1,080,000.00
取得投资收益收到的现金||20,929,315.07|270,000.00
处置固定资产、无形资产和其他长期资产收回的现金净额||5,182.73|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||120,934,497.80|1,350,000.00
购建固定资产、无形资产和其他长期资产支付的现金||28,568,626.07|8,037,252.34
投资支付的现金|||3,736,739.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||8,103,874.50|
投资活动现金流出小计||36,672,500.57|11,773,991.34
投资活动产生的现金流量净额||84,261,997.23|-10,423,991.34
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||11,446,500.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||68,000,000.00|105,197,924.01
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||79,446,500.00|105,197,924.01
偿还债务支付的现金||125,197,924.01|76,300,000.00
分配股利、利润或偿付利息支付的现金||23,130,718.89|19,919,477.88
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||4,438,109.30|436,940.00
筹资活动现金流出小计||152,766,752.20|96,656,417.88
筹资活动产生的现金流量净额||-73,320,252.20|8,541,506.13
四、汇率变动对现金及现金等价物的影响||188,091.34|118,461.24
五、现金及现金等价物净增加额||127,530,974.40|-22,533,651.82
加：期初现金及现金等价物余额||262,869,840.94|285,403,492.76
六、期末现金及现金等价物余额||390,400,815.34|262,869,840.94
