page|80
项目|附注|2020 年度|2019 年度
一、营业总收入||7,069,156,290.47|7,051,950,182.60
其中：营业收入||7,069,156,290.47|7,051,950,182.60
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||6,523,570,437.02|6,411,799,253.13
其中：营业成本||5,157,434,794.86|5,136,604,411.68
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||30,948,477.03|27,141,222.18
销售费用||641,590,120.75|601,182,639.99
管理费用||364,887,068.15|356,395,624.20
研发费用||87,104,715.11|59,465,903.44
财务费用||241,605,261.12|231,009,451.64
其中：利息费用||244,000,111.59|228,911,144.63
利息收入||10,820,520.35|2,812,152.99
加：其他收益||18,786,272.73|6,912,309.95
投资收益（损失以“－”号填列）||139,857,261.14|131,118,401.46
其中：对联营企业和合营企业的投资收益||133,633,930.38|125,879,003.40
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||-3,589,225.69|-11,179,426.26
信用减值损失（损失以“-”号填列）||-61,816,968.95|-43,698,978.45
资产减值损失（损失以“-”号填列）||-737,353.41|-48,504,441.51
资产处置收益（损失以“－”号填列）||5,675,847.28|2,038,770.27
三、营业利润（亏损以“－”号填列）||643,761,686.55|676,837,564.93
加：营业外收入||11,351,105.62|12,777,663.29
减：营业外支出||19,276,991.61|3,922,292.52
四、利润总额（亏损总额以“－”号填列）||635,835,800.56|685,692,935.70
page|81
减：所得税费用||132,005,350.50|174,591,445.89
五、净利润（净亏损以“－”号填列）||503,830,450.06|511,101,489.81
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||503,830,450.06|511,101,489.81
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||329,981,167.77|309,509,502.30
2.少数股东损益（净亏损以“-”号填列）||173,849,282.29|201,591,987.51
六、其他综合收益的税后净额||2,867,849.10|-676,957.21
（一）归属母公司所有者的其他综合收益的税后净额||2,808,063.80|-632,807.52
1．不能重分类进损益的其他综合收益||1,866,890.75|19,428.47
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||1,866,890.75|19,428.47
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||941,173.05|-652,235.99
（1）权益法下可转损益的其他综合收益||529,747.80|-654,547.74
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||411,425.25|2,311.75
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||59,785.30|-44,149.69
七、综合收益总额||506,698,299.16|510,424,532.60
（一）归属于母公司所有者的综合收益总额||332,789,231.57|308,876,694.78
（二）归属于少数股东的综合收益总额||173,909,067.59|201,547,837.82
八、每股收益：|||
（一）基本每股收益(元/股)||0.57|0.53
（二）稀释每股收益(元/股)||0.57|0.53
