page|150
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||606,867,420.41|537,922,600.42
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||14,790,534.74|22,221,371.46
收到其他与经营活动有关的现金|七、78|33,807,485.71|25,768,103.07
经营活动现金流入小计||655,465,440.86|585,912,074.95
购买商品、接受劳务支付的现金||500,184,084.69|425,357,433.72
page|151
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||250,437,988.69|179,126,643.89
支付的各项税费||25,399,127.38|32,847,376.86
支付其他与经营活动有关的现金|七、78|76,948,422.72|60,921,348.11
经营活动现金流出小计||852,969,623.48|698,252,802.58
经营活动产生的现金流量净额||-197,504,182.62|-112,340,727.63
二、投资活动产生的现金流量：|||
收回投资收到的现金|||2,414,526.85
取得投资收益收到的现金||840,283.51|7,956,086.11
处置固定资产、无形资产和其他长期资产收回的现金净额||12,778.82|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|160,000,000.00|400,000,000.00
投资活动现金流入小计||160,853,062.33|410,370,612.96
购建固定资产、无形资产和其他长期资产支付的现金||270,049,147.24|135,944,918.50
投资支付的现金||19,450,000.00|12,500,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|378,000,000.00|
投资活动现金流出小计||667,499,147.24|148,444,918.50
投资活动产生的现金流量净额||-506,646,084.91|261,925,694.46
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||8,225,037.07|
其中：子公司吸收少数股东投资收到的现金||450,000.00|
取得借款收到的现金||715,832,158.08|321,686,754.22
收到其他与筹资活动有关的现金|七、78|15,630,760.70|2,495,852.25
筹资活动现金流入小计||739,687,955.85|324,182,606.47
偿还债务支付的现金||417,588,469.27|89,500,000.00
分配股利、利润或偿付利息支付的现金||32,654,951.47|34,719,578.59
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|43,185,017.73|8,565,991.10
筹资活动现金流出小计||493,428,438.47|132,785,569.69
筹资活动产生的现金流量净额||246,259,517.38|191,397,036.78
四、汇率变动对现金及现金等价物的影响||4,064,945.89|-2,761,752.79
五、现金及现金等价物净增加额||-453,825,804.26|338,220,250.82
加：期初现金及现金等价物余额||531,248,091.17|193,027,840.35
六、期末现金及现金等价物余额||77,422,286.91|531,248,091.17
