page|81
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||1,125,630,521.62|2,242,217,007.11
结算备付金|||
拆出资金|||
交易性金融资产||237,138,682.42|
衍生金融资产|||
应收票据||103,033,246.01|266,844,726.16
应收账款||2,198,984,881.16|2,024,109,873.56
应收款项融资||3,800,000.00|15,980,398.47
预付款项||40,775,364.56|27,366,127.90
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||95,849,359.33|44,040,102.50
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||456,321,828.31|367,188,982.36
合同资产||918,370,377.34|884,468,814.59
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||209,571,208.11|85,040,007.05
流动资产合计||5,389,475,468.86|5,957,256,039.70
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||15,504,660.72
长期股权投资||1,287,321.45|
其他权益工具投资|||
其他非流动金融资产||32,865,955.12|32,865,955.12
投资性房地产|||
固定资产||575,653,614.01|588,773,943.80
在建工程||534,014,094.16|146,544,047.87
生产性生物资产|||
油气资产|||
使用权资产||39,491,339.40|
无形资产||117,053,002.17|129,229,286.94
开发支出|||
商誉||833,412,903.80|1,464,311,101.90
长期待摊费用||19,154,551.62|9,185,555.62
递延所得税资产||86,013,860.20|49,186,008.58
page|82
其他非流动资产||82,931,124.41|192,695,994.64
非流动资产合计||2,321,877,766.34|2,628,296,555.19
资产总计||7,711,353,235.20|8,585,552,594.89
流动负债：|||
短期借款||1,404,548,263.12|1,311,145,530.94
向中央银行借款|||
拆入资金|||
交易性金融负债||3,632,650.00|
衍生金融负债|||
应付票据||217,759,971.98|287,722,290.01
应付账款||1,071,706,395.31|1,376,174,959.70
预收款项|||
合同负债||87,261,842.33|39,700,719.04
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||32,031,633.00|28,462,845.02
应交税费||6,716,440.14|29,406,031.70
其他应付款||19,091,148.95|23,136,222.47
其中：应付利息||2,398,300.02|1,600,000.00
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||10,681,435.20|8,888,260.90
其他流动负债||134,687,613.92|113,662,627.41
流动负债合计||2,988,117,393.95|3,218,299,487.19
非流动负债：|||
保险合同准备金|||
长期借款|||216,680,000.00
应付债券||944,441,295.33|888,551,602.76
其中：优先股|||
永续债|||
租赁负债||30,140,496.36|
长期应付款||308,748,721.52|177,029,536.43
长期应付职工薪酬|||
预计负债|||
递延收益||14,423,217.30|15,916,015.98
递延所得税负债||11,777,055.06|12,957,886.79
其他非流动负债|||
非流动负债合计||1,309,530,785.57|1,311,135,041.96
负债合计||4,297,648,179.52|4,529,434,529.15
所有者权益（或股东权益）：|||
实收资本（或股本）||450,717,747.00|375,580,271.00
其他权益工具||324,113,023.36|324,253,803.55
其中：优先股|||
永续债|||
page|83
资本公积||2,239,410,812.83|2,314,008,153.72
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积||62,242,185.26|62,242,185.26
一般风险准备|||
未分配利润||337,221,287.23|980,033,652.21
归属于母公司所有者权益（或股东权益）合计||3,413,705,055.68|4,056,118,065.74
少数股东权益|||
所有者权益（或股东权益）合计||3,413,705,055.68|4,056,118,065.74
负债和所有者权益（或股东权益）总计||7,711,353,235.20|8,585,552,594.89
